Result,Home Team Rating,Winning Team Possession Difference %,Home Team Possession %
Home Team Win,7.1,16,47
Home Team Win,6.8,2,57
Away Team Win,5.7,10,61
Home Team Win,7.8,-32,59
Tie,6.3,22,45
Away Team Win,5.2,20,45
Home Team Win,7.8,-36,43
Tie,6.2,-30,60
Home Team Win,6.8,18,38
Home Team Win,5.9,-16,41
Tie,6.4,4,53
Tie,7.1,-2,75
Away Team Win,3.4,20,47
Away Team Win,5.5,20,67
Tie,5.9,-12,44
Home Team Win,7.3,18,54
Tie,6.2,20,53
Away Team Win,5.6,-44,56
Away Team Win,4.1,-6,44
Home Team Win,6.7,-14,62
Home Team Win,6.6,42,48
Home Team Win,8.3,-36,50
Home Team Win,7.9,26,58
Home Team Win,7.4,-14,60
Away Team Win,5.8,-18,35
Home Team Win,7.1,34,52
Home Team Win,7,16,59
Away Team Win,5.6,32,37
Away Team Win,4.1,0,37
Home Team Win,6.8,-10,64
Away Team Win,5.3,-8,37
Tie,7,40,42
Home Team Win,7.4,-34,57
Home Team Win,6.2,20,56
Away Team Win,5.4,2,46
Away Team Win,5.8,-4,46
Tie,6.2,2,61
Away Team Win,5.6,14,36
Home Team Win,9,-4,43
Away Team Win,5.7,4,45
Home Team Win,7.9,8,47
Home Team Win,6.3,16,38
Away Team Win,5.8,54,66
Home Team Win,7.1,24,54
Tie,6.8,-44,42
Home Team Win,6.9,18,58
Home Team Win,7.1,-20,53
Tie,6.6,0,36
Away Team Win,5.3,-32,51
Away Team Win,5.5,20,55
Away Team Win,5.4,22,51
Tie,6.5,2,56
Away Team Win,5.8,4,55
Home Team Win,7,24,54
Home Team Win,6.2,20,51
Tie,6.9,-28,47
Tie,6.5,-22,35
Away Team Win,3.7,22,39
Home Team Win,6.9,36,65
Away Team Win,5.3,4,65
Tie,6,28,45
Away Team Win,5.7,-14,46
Home Team Win,7.8,-2,59
Away Team Win,5.6,14,42
Away Team Win,5.9,12,58
Home Team Win,7.7,8,81
Home Team Win,9,-34,49
Home Team Win,7.1,0,68
Home Team Win,8.2,16,49
Away Team Win,5.3,24,60
Away Team Win,5.2,32,45
Home Team Win,7,6,61
Tie,6.4,14,44
Home Team Win,7,-14,62
Away Team Win,5.1,6,39
Away Team Win,4.8,-14,26
Home Team Win,7.5,-8,52
Away Team Win,6.1,12,49
Tie,5.9,-12,42
Home Team Win,7,18,46
Home Team Win,7.8,-10,48
Home Team Win,7.3,30,59
Away Team Win,5.5,2,48
Home Team Win,6.8,26,56
Tie,7.2,20,67
Home Team Win,7.3,-32,61
Away Team Win,5.3,-2,58
Away Team Win,5.1,-20,54
Away Team Win,3.5,-4,39
Tie,6.6,28,35
Tie,6.9,30,61
Away Team Win,5.9,24,51
Tie,6.1,-18,59
Tie,6.7,-20,63
Home Team Win,6.9,20,56
Tie,6.6,-22,48
Home Team Win,8.2,10,56
Home Team Win,7.6,26,41
Away Team Win,5.7,-20,39
Away Team Win,5.5,24,41
Home Team Win,7,20,28
Away Team Win,5.3,-12,36
Tie,6.4,44,39
Away Team Win,4.6,10,64
Tie,6.9,24,70
Home Team Win,8,32,53
Tie,6.7,36,72
Tie,6.2,16,60
Tie,6.2,34,42
Away Team Win,5.3,36,38
Home Team Win,6.6,8,41
Home Team Win,8.2,-20,70
Home Team Win,6.6,4,50
Home Team Win,6.6,10,53
Tie,6.2,-42,32
Home Team Win,8,-24,59
Away Team Win,5.3,-8,62
Away Team Win,5.3,-18,58
Away Team Win,5.4,52,40
Home Team Win,8.2,28,57
Away Team Win,5,22,43
Tie,6.4,-8,35
Tie,6.8,6,53
Away Team Win,5.5,0,66
Tie,6.1,48,35
Home Team Win,8,-8,45
Home Team Win,7.3,-14,25
Away Team Win,4.9,38,55
Away Team Win,6.1,24,62
Home Team Win,6.2,14,53
Away Team Win,5.9,6,48
Home Team Win,7.6,32,73
Tie,6.7,-10,61
Tie,6.5,-26,45
Home Team Win,8.1,-6,51
Tie,6,4,54
Home Team Win,6,8,40
Away Team Win,5.7,20,59
Home Team Win,7.7,20,44
Tie,6.4,0,48
Away Team Win,3.9,6,53
Home Team Win,6.9,12,50
Tie,6.8,-22,46
Away Team Win,6.2,0,61
Tie,6,20,62
Home Team Win,6.3,8,47
Away Team Win,4.2,18,41
Home Team Win,7.2,2,55
Home Team Win,6.8,-10,36
Home Team Win,7.2,24,38
Home Team Win,7.4,34,45
Away Team Win,5.2,28,37
Home Team Win,7.9,-14,49
Home Team Win,7.6,8,69
Home Team Win,7.4,-40,52
Tie,5.5,-28,30
Home Team Win,7,10,44
Away Team Win,5.8,14,44
Home Team Win,8.3,-46,57
Away Team Win,4.3,28,49
Home Team Win,6.9,-12,51
Home Team Win,6.8,-16,60
Away Team Win,5.6,-30,37
Home Team Win,6.2,30,35
Home Team Win,6.9,32,69
Away Team Win,5.1,-20,32
Home Team Win,7.7,-10,58
Tie,6,42,59
Home Team Win,6.9,10,43
Home Team Win,6.2,-20,44
Home Team Win,7.2,-38,41
Home Team Win,6.5,-54,43
Home Team Win,7.7,22,63
Away Team Win,4.6,18,39
Away Team Win,6.6,46,57
Home Team Win,7.5,30,51
Tie,7,16,53
Away Team Win,5.2,18,53
Home Team Win,6.2,-8,65
Tie,6.1,-24,40
Tie,5.9,16,47
Away Team Win,4.1,16,20
Away Team Win,5,10,43
Away Team Win,6.2,0,49
Away Team Win,5.2,16,49
Home Team Win,7.2,-32,50
Away Team Win,6.4,-40,49
Home Team Win,7.3,-6,59
Home Team Win,6.2,2,47
Away Team Win,6.3,46,56
Tie,6.4,32,34
Home Team Win,6.4,26,49
Home Team Win,7.2,30,58
Home Team Win,7.5,-2,63
Home Team Win,6.2,4,40
Home Team Win,6.6,-12,49
Home Team Win,6.4,-6,61
Away Team Win,3.7,-46,44
Home Team Win,7.5,14,40
Away Team Win,6.1,24,35
Away Team Win,4.6,-16,36
Tie,6.3,2,45
Away Team Win,5.7,-8,32
Home Team Win,6.7,-14,57
Home Team Win,8.3,20,64
Away Team Win,5.4,-44,38
Home Team Win,9.3,6,72
Home Team Win,7.2,4,58
Tie,6,4,48
Away Team Win,5.8,-20,49
Tie,6.1,-46,34
Away Team Win,5.7,12,45
Tie,5.6,44,42
Away Team Win,4.1,0,37
Away Team Win,5.4,-2,49
Home Team Win,8.4,-2,61
Away Team Win,5,54,56
Tie,5.4,34,52
Tie,6.1,36,37
Home Team Win,6.9,-2,60
Away Team Win,4.5,-12,37
Home Team Win,7.7,2,58
Home Team Win,6.9,0,61
Away Team Win,5.1,-8,40
Home Team Win,8.9,2,66
Home Team Win,6.9,-32,46
Home Team Win,6.9,30,64
Away Team Win,4.5,-36,54
Away Team Win,5.3,-20,43
Home Team Win,7.1,-8,46
Away Team Win,5.6,24,47
Tie,5.8,6,38
Home Team Win,8.2,20,37
Away Team Win,5.8,14,52
Home Team Win,7.5,-20,72
Tie,6.3,-20,59
Home Team Win,8.3,36,55
Home Team Win,7,-14,44
Tie,6.2,-10,64
Away Team Win,5.4,-2,35
Away Team Win,4.8,-26,46
Tie,6,20,42
Away Team Win,5.4,22,60
Away Team Win,5.9,30,44
Home Team Win,7.4,14,65
Home Team Win,7,32,48
Away Team Win,5.3,14,59
Home Team Win,6.4,-4,49
Tie,6,-26,50
Tie,6,-8,34
Home Team Win,6,22,41
Home Team Win,6.1,-4,54
Home Team Win,8.5,26,68
Tie,6.7,6,62
Home Team Win,7.3,-4,60
Tie,6.6,-2,51
Home Team Win,6.6,-14,63
Away Team Win,5.9,34,38
Away Team Win,5.5,10,53
Away Team Win,4.7,-32,50
Away Team Win,4.3,34,56
Home Team Win,7.4,-2,53
Home Team Win,7.2,-2,52
Home Team Win,8,-22,65
Home Team Win,7.5,18,69
Home Team Win,7.6,-52,47
Home Team Win,6.7,-10,72
Home Team Win,5.8,44,41
Away Team Win,4.8,-48,41
Away Team Win,5.6,-18,50
Away Team Win,5.3,8,30
Away Team Win,5.7,-10,67
Away Team Win,5.6,24,54
Home Team Win,6.8,32,51
Away Team Win,4.9,-10,47
Home Team Win,7.8,0,73
Home Team Win,6.9,34,35
Home Team Win,7.2,38,53
Home Team Win,6.5,-16,34
Home Team Win,6.6,30,36
Home Team Win,6.5,16,54
Away Team Win,5.5,30,40
Away Team Win,4.7,20,66
Away Team Win,5.1,42,49
Tie,6.3,22,53
Home Team Win,6.9,10,64
Tie,6.1,-10,27
Home Team Win,6.9,0,67
Away Team Win,4.8,42,48
Tie,6.1,24,57
Away Team Win,4.5,-10,45
Home Team Win,8,-26,46
Home Team Win,6.6,0,54
Home Team Win,7.3,-36,45
Away Team Win,5.7,6,59
Away Team Win,5.5,-2,50
Away Team Win,5.6,22,52
Home Team Win,6.6,2,47
Tie,5.5,30,60
Tie,5.9,0,29
Home Team Win,7.8,10,52
Away Team Win,5.8,26,41
Home Team Win,7,-4,31
Home Team Win,6.8,20,58
Away Team Win,5.5,28,65
Away Team Win,5.2,14,43
Tie,6.4,30,53
Away Team Win,5.6,28,33
Tie,6.3,14,33
Tie,6.2,-24,51
Home Team Win,8.2,40,81
Home Team Win,6.7,12,67
Home Team Win,7.7,22,78
Away Team Win,6.5,24,67
Tie,6.5,-12,52
Tie,6.3,12,48
Home Team Win,9.2,-2,65
Home Team Win,8.6,28,64
Tie,6.1,2,63
Away Team Win,5.9,-26,44
Away Team Win,5.2,8,50
Away Team Win,5.9,-16,59
Tie,5.7,14,48
Tie,6.8,-24,52
Tie,5.5,4,33
Home Team Win,6.4,22,48
Tie,6.1,0,58
Tie,6.4,4,61
Home Team Win,6,30,49
Home Team Win,7.2,22,58
Away Team Win,5.6,-44,49
Away Team Win,5.7,18,45
Away Team Win,5.8,2,66
Away Team Win,5.7,6,39
Home Team Win,6.3,20,60
Home Team Win,6.3,18,32
Tie,6.5,-20,65
Away Team Win,5.1,-6,65
Away Team Win,5.4,-14,41
Home Team Win,6.5,-8,42
Away Team Win,5.7,-34,48
Tie,6.8,-4,50
Away Team Win,6,2,51
Away Team Win,4.9,16,40
Home Team Win,8.2,-26,60
Tie,6.2,12,46
Home Team Win,6.4,20,44
Home Team Win,8.4,0,59
Home Team Win,6.1,34,60
Home Team Win,5.9,10,28
Away Team Win,5.2,-20,53
Home Team Win,7.2,-10,43
Away Team Win,4.9,-12,29
Tie,6.7,18,56
Tie,6.2,-6,66
Away Team Win,6.1,-30,68
Home Team Win,7.5,20,63
Tie,6.7,-26,57
Away Team Win,5.6,24,57
Home Team Win,6.8,-18,41
Tie,6.7,24,53
Away Team Win,4.9,-8,33
Tie,6.9,10,56
Tie,6.4,4,52
Home Team Win,7.8,10,58
Home Team Win,7.1,8,66
Home Team Win,6.3,-2,50
Away Team Win,5.2,14,55
Home Team Win,7.2,-2,46
Home Team Win,7.9,-10,70
Away Team Win,6,-20,67
Away Team Win,5.6,8,40
Away Team Win,5.9,-4,49
Tie,6,32,45
Home Team Win,7.7,-12,48
Home Team Win,8.3,2,51
Tie,6.2,-22,48
Home Team Win,7.4,-14,57
Away Team Win,4.3,-8,52
Away Team Win,5,38,48
Tie,6.9,-10,52
Home Team Win,6.4,22,54
Away Team Win,4.2,-14,42
Away Team Win,4.9,-30,23
Tie,5.8,10,44
Home Team Win,7.1,-26,62
Away Team Win,5.2,-30,72
Home Team Win,7.6,22,59
Away Team Win,5.6,-8,60
Tie,7.1,54,63
Home Team Win,7.2,14,50
Away Team Win,5.3,2,66
Tie,6.2,-6,55
Tie,6.1,-26,63
Away Team Win,5.4,-24,40
Home Team Win,6.3,-28,61
Home Team Win,6.6,10,51
Away Team Win,5.4,30,48
Home Team Win,9.9,-16,62
Tie,6.2,8,47
Away Team Win,5.8,8,40
Away Team Win,6.1,12,64
Away Team Win,5.8,38,61
Away Team Win,4.3,42,39
Tie,6.3,-8,38
Home Team Win,8,-26,68
Tie,6.1,6,49
Home Team Win,6.6,-14,52
Home Team Win,8.3,10,64
Home Team Win,7.3,22,43
Away Team Win,5.7,8,51
Home Team Win,8,2,57
Away Team Win,5,-14,44
Home Team Win,6.8,32,54
Home Team Win,6.9,-10,33
Away Team Win,6,-16,50
Home Team Win,6.5,26,58
Home Team Win,6.7,12,62
Home Team Win,7.2,2,66
Tie,6.4,-4,57
Home Team Win,6.9,-10,53
Home Team Win,8,26,57
Home Team Win,7.2,0,43
Home Team Win,7.1,24,53
Away Team Win,5.9,2,57
Home Team Win,6.7,0,46
Home Team Win,6.4,24,56
Home Team Win,6.7,-6,44
Away Team Win,4.9,-16,41
Away Team Win,5.8,22,55
Away Team Win,4.1,-28,35
Home Team Win,6.8,32,51
Home Team Win,6.3,42,63
Away Team Win,6,-26,40
Away Team Win,6.1,-22,66
Away Team Win,5.6,-24,51
Away Team Win,5.9,20,60
Home Team Win,6.2,-12,48
Home Team Win,8.5,-34,64
Tie,6.5,18,44
Home Team Win,7.4,6,65
Tie,6.1,6,60
Home Team Win,7.5,18,62
Home Team Win,5.9,24,41
Home Team Win,6.5,-16,40
Tie,6,-16,39
Away Team Win,5.6,22,40
Tie,6.1,14,42
Home Team Win,7.4,-18,39
Home Team Win,7.2,18,55
Away Team Win,5.5,0,37
Tie,6.4,-16,34
Away Team Win,5.5,-30,60
Tie,6.3,20,35
Away Team Win,4.2,16,38
Away Team Win,5.4,24,40
Away Team Win,5.5,-12,56
Home Team Win,6.2,-4,72
Away Team Win,4.9,-16,45
Away Team Win,3.9,18,38
Home Team Win,6.6,0,66
Tie,6.8,40,56
Tie,6,2,31
Tie,5.6,34,54
Home Team Win,7.9,28,68
Home Team Win,6.8,-4,58
Home Team Win,8.4,-10,67
Home Team Win,7.6,34,68
Away Team Win,4.8,-8,46
Tie,6,-6,25
Home Team Win,6.4,40,40
Home Team Win,7,-20,52
Away Team Win,5.2,-14,45
Tie,6,-16,44
Away Team Win,5.8,18,71
Tie,6.6,-4,64
Home Team Win,5.9,10,38
Home Team Win,6.2,-26,46
Home Team Win,7.3,20,41
Home Team Win,7.4,26,76
Away Team Win,5.9,24,36
Tie,6.8,36,77
Home Team Win,6.6,8,61
Tie,6,-18,37
Home Team Win,6.3,-34,46
Tie,6.2,28,49
Tie,7.3,12,62
Tie,6.5,-40,43
Home Team Win,7.2,-8,53
Tie,5.8,34,38
Home Team Win,7.4,10,50
Tie,5.8,-2,42
Home Team Win,8.5,12,74
Away Team Win,4.7,10,54
Away Team Win,5.6,-22,57
Tie,5.9,20,59
Tie,6.8,-10,27
Home Team Win,7.5,0,69
Away Team Win,6,-4,38
Home Team Win,6.8,-4,57
Home Team Win,6.4,-2,53
Tie,5.8,0,47
Away Team Win,4.6,16,34
Home Team Win,6.7,-2,45
Away Team Win,5.9,32,63
Tie,5.9,12,53
Home Team Win,8.7,30,47
Away Team Win,5.1,-8,48
Home Team Win,7.1,-22,54
Away Team Win,5.8,-14,40
Away Team Win,5.6,-26,40
Home Team Win,6.9,-12,50
Home Team Win,6.5,24,53
Away Team Win,5.6,14,44
Home Team Win,7.7,24,39
Home Team Win,7.1,-16,50
Home Team Win,7.3,6,60
Away Team Win,5.9,-4,46
Away Team Win,5.1,14,41
Tie,6.5,-6,45
Home Team Win,8.4,-8,51
Away Team Win,5.3,6,55
Home Team Win,8,8,62
Home Team Win,6.7,-10,67
Away Team Win,3.9,12,36
Tie,5.9,-14,42
Home Team Win,6.5,4,43
Away Team Win,4.6,20,46
Tie,6.6,-14,63
Home Team Win,6.8,-24,30
Home Team Win,7,4,36
Away Team Win,5.7,6,45
Home Team Win,7,-16,57
Away Team Win,6.5,0,73
Home Team Win,7,14,64
Away Team Win,5.2,20,56
Away Team Win,5.3,-2,58
Tie,5.9,12,35
Away Team Win,5.6,-24,65
Tie,6.1,8,49
Away Team Win,5.1,6,35
Tie,6.3,-16,47
Home Team Win,7.6,-2,66
Away Team Win,6,-8,60
Home Team Win,7,20,45
Home Team Win,6.9,12,71
Home Team Win,8.1,36,55
Home Team Win,6.4,-26,40
Home Team Win,6,-26,31
Home Team Win,6.7,10,23
Away Team Win,4.5,4,39
Away Team Win,5.3,32,41
Away Team Win,5.3,-22,27
Away Team Win,5.8,-16,35
Away Team Win,5.9,30,42
Away Team Win,5.6,16,41
Tie,5.9,-20,44
Home Team Win,7.1,-18,46
Home Team Win,6.3,-28,38
Home Team Win,7.8,-24,58
Tie,6,2,60
Home Team Win,7,-22,58
Home Team Win,7.1,-44,55
Home Team Win,7.2,-26,50
Home Team Win,6.2,32,58
Home Team Win,7.1,-20,34
Tie,6.2,36,41
Home Team Win,6.5,22,30
Tie,6.4,42,51
Tie,6.4,16,54
Home Team Win,8.7,-18,47
Tie,6.6,-2,55
Home Team Win,7.7,4,51
Away Team Win,5.1,18,27
Away Team Win,5.7,0,34
Home Team Win,6.6,-16,63
Home Team Win,7,26,65
Home Team Win,7.6,-10,49
Home Team Win,7,-28,52
Home Team Win,7.4,-18,44
Away Team Win,5.6,28,53
Tie,6.5,22,35
Away Team Win,6.1,8,73
Home Team Win,7.1,-14,57
Away Team Win,4.1,-14,38
Tie,6.4,-28,56
Home Team Win,6.5,-26,42
Tie,6.4,4,33
Home Team Win,6.7,-20,51
Away Team Win,6,-16,54
Tie,6,32,36
Home Team Win,7,-6,43
Home Team Win,7.1,-2,60
Home Team Win,7.1,22,28
Home Team Win,7.5,10,53
Away Team Win,5.7,-34,48
Away Team Win,5,4,48
Away Team Win,5.4,8,60
Home Team Win,6.3,26,27
Home Team Win,7.8,-16,56
Tie,6.4,-4,56
Away Team Win,5.2,-10,28
Home Team Win,6.4,14,50
Away Team Win,6,24,51
Tie,5.7,0,47
Home Team Win,6.3,2,49
Home Team Win,7.6,30,77
Home Team Win,8,-18,67
Home Team Win,8.4,48,68
Away Team Win,5.5,8,51
Tie,6,-2,47
Home Team Win,6.8,14,44
Home Team Win,7.3,28,51
Home Team Win,7.3,-16,50
Home Team Win,6.8,36,46
Away Team Win,5.5,-12,49
Home Team Win,6.8,-8,34
Away Team Win,5.3,24,35
Home Team Win,6.3,-20,32
Away Team Win,5.1,-6,60
Home Team Win,6.9,8,46
Home Team Win,6.5,-12,62
Home Team Win,6.7,-2,53
Away Team Win,5.3,-12,40
Away Team Win,5.6,16,43
Away Team Win,6.2,36,60
Home Team Win,6.8,8,40
Home Team Win,7.6,-40,68
Away Team Win,6,12,57
Home Team Win,7,-4,45
Away Team Win,5.4,2,51
Away Team Win,5.4,44,63
Tie,6.5,10,64
Away Team Win,5.3,-18,40
Tie,5.8,10,40
Away Team Win,4.3,-6,39
Tie,5.9,-6,47
Away Team Win,4.7,44,35
Tie,6.2,-8,57
Home Team Win,6.8,28,57
Tie,6.6,30,54
Home Team Win,8.5,-14,66
Away Team Win,5.2,-6,43
Tie,6.1,-4,55
Tie,6.3,-24,74
Home Team Win,6.1,8,48
Tie,6,40,36
Away Team Win,4.7,22,63
Home Team Win,6.9,6,46
Tie,6.8,10,63
Away Team Win,4.9,-4,39
Home Team Win,8.6,-30,48
Home Team Win,9.1,-12,63
Tie,6,24,37
Home Team Win,7.3,22,53
Home Team Win,8.2,28,48
Tie,5.7,-22,43
Away Team Win,4.6,10,51
Away Team Win,4.9,14,57
Away Team Win,5.9,34,33
Away Team Win,5.4,38,45
Tie,6.1,14,43
Away Team Win,5.5,32,66
Tie,6.4,4,48
Away Team Win,5.3,28,33
Home Team Win,7.7,22,49
Home Team Win,7.4,-18,49
Tie,6.5,4,50
Home Team Win,6.2,-4,39
Tie,6.5,-6,59
Away Team Win,4.9,-4,41
Home Team Win,5.7,2,24
Home Team Win,7.3,32,45
Home Team Win,8.1,4,72
Home Team Win,6.1,-24,26
Tie,6.6,-12,70
Tie,6.2,-22,43
Home Team Win,6.8,30,41
Tie,6.9,-28,55
Tie,6,20,41
Tie,5.7,-16,50
Tie,5.3,-2,51
Away Team Win,4.7,32,46
Home Team Win,7.5,28,45
Home Team Win,6.8,12,62
Home Team Win,7.3,12,66
Tie,7,18,66
Tie,6.9,-4,39
Tie,6.3,26,30
Tie,6,22,45
Away Team Win,5.9,10,55
Home Team Win,6.8,4,50
Home Team Win,8.3,20,67
Tie,4.9,38,55
Tie,7.1,14,53
Tie,5.9,2,54
Tie,5.7,-30,52
Away Team Win,5.6,-14,31
Home Team Win,6.6,22,42
Tie,5.6,2,27
Tie,6.4,-14,58
Home Team Win,7.1,36,65
Away Team Win,5.5,-8,42
Tie,5.4,-4,58
Away Team Win,5.3,4,35
Home Team Win,7.1,8,60
Home Team Win,7.5,-8,71
Away Team Win,5.2,0,39
Home Team Win,6.2,-38,55
Home Team Win,6.9,-4,45
Tie,6.5,10,28
Home Team Win,7.2,10,50
Away Team Win,4.6,-22,29
Tie,6.6,30,59
Home Team Win,6.4,16,62
Away Team Win,6.3,12,55
Tie,5.5,0,52
Home Team Win,6.3,12,37
Tie,6.4,20,62
Tie,6.5,2,37
Home Team Win,7.1,-12,50
Tie,6.5,26,36
Away Team Win,6,16,68
Tie,6.1,-18,51
Home Team Win,6.8,20,53
Home Team Win,6.3,8,49
Away Team Win,5.6,14,39
Home Team Win,7.4,8,51
Home Team Win,7.7,8,65
Tie,6.8,-6,57
Home Team Win,6.6,-32,50
Home Team Win,6.5,-2,55
Away Team Win,5.4,-14,37
Home Team Win,6.9,26,48
Home Team Win,6.1,-6,60
Tie,6.2,-2,44
Away Team Win,5.8,-38,36
Away Team Win,4.7,-34,43
Tie,5.9,-4,52
Home Team Win,6.8,12,65
Home Team Win,6.5,-2,64
Home Team Win,6.9,0,57
Away Team Win,5.7,22,62
Tie,6.5,-4,58
Away Team Win,4.3,32,30
Tie,5.7,16,44
Tie,6.4,32,53
Tie,6,4,56
Home Team Win,7,-20,56
Away Team Win,5.8,12,39
Home Team Win,7.5,20,62
Home Team Win,7.6,10,44
Home Team Win,8.2,34,56
Tie,6.4,32,46
Away Team Win,5.4,-6,51
Away Team Win,5.5,6,36
Tie,6.4,14,64
Away Team Win,4,16,49
Home Team Win,6.3,-30,37
Away Team Win,6,10,46
Away Team Win,5.2,12,58
Tie,6.6,18,54
Home Team Win,8.1,-20,57
Tie,6.8,-20,68
Tie,5.8,24,58
Tie,6.3,-4,41
Tie,6.6,-6,35
Away Team Win,6,-2,62
Tie,6.2,4,45
Away Team Win,6,-10,48
Away Team Win,5.6,6,39
Home Team Win,6.9,-18,50
Away Team Win,5.5,-16,48
Tie,5.9,4,40
Away Team Win,5.1,-32,35
Tie,6.4,22,61
Home Team Win,7,-4,61
Away Team Win,5.6,-14,72
Home Team Win,6.5,32,59
Away Team Win,5.2,-10,49
Home Team Win,8.3,18,53
Home Team Win,7.5,4,60
Home Team Win,6,20,59
Away Team Win,5.9,12,60
Away Team Win,4.3,10,53
Home Team Win,5.6,14,43
Home Team Win,6.5,-18,46
Home Team Win,8,-12,33
Home Team Win,6.9,12,48
Tie,7.1,26,64
Home Team Win,6.6,0,51
Home Team Win,8.1,4,58
Home Team Win,6.8,-2,37
Away Team Win,5.9,32,44
Home Team Win,6.9,-24,60
Tie,6.9,10,50
Away Team Win,5.8,-4,50
Tie,5.9,10,52
Away Team Win,4.6,16,33
Tie,5.9,-8,47
Home Team Win,6.9,-26,55
Home Team Win,6.1,-30,40
Tie,6.8,-16,62
Home Team Win,6.5,-10,45
Home Team Win,7.4,-12,44
Home Team Win,7.3,-2,59
Tie,5.8,10,67
Away Team Win,4.9,-4,53
Home Team Win,6.6,-30,35
Home Team Win,7.6,30,60
Away Team Win,5.6,-10,63
Home Team Win,7.5,22,62
Home Team Win,6.8,26,41
Away Team Win,5.6,-4,38
Home Team Win,7.1,-18,46
Home Team Win,6.8,-22,55
Away Team Win,5.9,-20,48
Away Team Win,5.6,16,45
Tie,6,-6,42
Tie,6.2,34,52
Home Team Win,6,6,54
Home Team Win,6.6,40,49
Away Team Win,5,-12,43
Home Team Win,6.4,-18,49
Away Team Win,5.4,26,55
Home Team Win,7.4,-18,40
Home Team Win,8.1,24,54
Tie,6.4,-16,73
Home Team Win,6.4,-36,48
Home Team Win,7.2,-16,66
Away Team Win,5.5,10,56
Away Team Win,5.2,-20,49
Home Team Win,6.6,0,39
Home Team Win,6.3,-8,43
Home Team Win,6.6,18,46
Away Team Win,5,24,31
Away Team Win,6.4,-22,55
Tie,7,-24,43
Away Team Win,4.3,8,39
Home Team Win,7.2,-36,43
Away Team Win,6.2,-4,65
Tie,6.8,-14,57
Away Team Win,5.3,-8,45
Home Team Win,7.3,24,37
Home Team Win,6.9,30,35
Home Team Win,6.7,-22,61
Tie,6.3,-22,49
Home Team Win,7,-4,46
Away Team Win,4.2,-10,23
Home Team Win,7.3,2,57
Home Team Win,8.2,-24,51
Tie,5.8,-24,36
Home Team Win,6.5,16,47
Away Team Win,5.8,18,63
Away Team Win,5.2,-28,62
Home Team Win,5.7,-6,36
Home Team Win,6.7,-14,55
Tie,6.3,6,55
Tie,6.7,26,58
Tie,7,4,74
Home Team Win,7.9,10,65
Home Team Win,6.7,14,42
Home Team Win,6.3,-20,54
Home Team Win,6.9,-4,54
Tie,6.2,8,45
Home Team Win,6.6,-2,56
Tie,6.8,-18,72
Tie,6.7,-2,57
Away Team Win,5.4,12,31
Away Team Win,4.9,-4,29
Tie,7.1,-2,61
Tie,6.3,-10,41
Away Team Win,4.5,4,54
Home Team Win,7.6,-18,37
Away Team Win,5.7,-4,47
Tie,6.1,-2,45
Away Team Win,5,-2,57
Home Team Win,6.3,4,55
Home Team Win,6.8,24,61
Tie,6.4,22,72
Away Team Win,5.5,-28,46
Home Team Win,7.3,-14,51
Home Team Win,8,-12,43
Tie,6.6,-4,55
Away Team Win,4.9,-2,34
Tie,6.4,10,52
Tie,6.4,-8,56
Away Team Win,5.3,-4,55
Home Team Win,7,-32,42
Home Team Win,7.7,-8,63
Away Team Win,5.4,-2,44
Tie,5.9,-14,58
Away Team Win,4.5,26,49
Tie,6.1,-26,28
Home Team Win,6.3,-8,48
Tie,5.9,4,69
Away Team Win,4.8,-2,55
Tie,5.8,28,35
Tie,6,26,42
Home Team Win,7.1,-30,63
Home Team Win,6.3,0,50
Home Team Win,6.8,-26,62
Away Team Win,5.5,6,49
Away Team Win,5.8,14,50
Home Team Win,6.8,-20,62
Away Team Win,5.5,-6,53
Away Team Win,5.3,20,58
Away Team Win,5.5,-18,39
Home Team Win,7,10,36
Home Team Win,8.3,2,66
Home Team Win,7.2,-10,71
Home Team Win,6.9,-10,37
Tie,6.4,22,51
Tie,5.9,-8,55
Tie,6.1,-2,31
Home Team Win,8.5,-6,39
Home Team Win,6.8,-2,38
Home Team Win,6.6,16,60
Tie,5.8,32,62
Home Team Win,7,-28,44
Tie,6.3,-4,52
Tie,6.6,-44,52
Home Team Win,6.5,4,33
Home Team Win,7.5,8,59
Home Team Win,7.7,-8,53
Home Team Win,7,-14,53
Tie,6.4,-14,62
Home Team Win,7.3,-10,59
Home Team Win,7.2,28,62
Away Team Win,5.7,-6,58
Away Team Win,4.8,-18,58
Tie,6.4,-20,57
Away Team Win,5.8,-12,39
Away Team Win,5.4,-16,43
Home Team Win,6.6,38,41
Tie,5.7,0,26
Away Team Win,4.9,-12,41
Tie,6.5,-14,54
Away Team Win,5.1,4,50
Away Team Win,5.6,10,58
Home Team Win,6.2,-4,35
Home Team Win,8.4,-46,60
Home Team Win,7.4,0,58
Home Team Win,6.6,-28,62
Home Team Win,6.7,20,44
Tie,6.2,-6,51
Away Team Win,6.3,-40,52
Away Team Win,6.2,16,58
Away Team Win,4.8,4,41
Home Team Win,6.6,26,50
Home Team Win,7.9,2,70
Away Team Win,5.6,-12,49
Tie,6.3,20,47
Home Team Win,7.3,-16,67
Home Team Win,6.9,-30,64
Away Team Win,5.2,6,52
Away Team Win,5.7,14,55
Away Team Win,4.8,10,33
Home Team Win,5.9,16,46
Home Team Win,7.3,-12,47
Away Team Win,5.3,20,30
Away Team Win,5.6,38,60
